,,,,,
,,,,,
Label,dataset,changeId,fileName,lineNumber,token
Logic,base,I66443c3021d6ba98639a214c3e768be97d2cf14b,src/corelib/io/qwindowspipereader.cpp,260,return
Logic,base,I66443c3021d6ba98639a214c3e768be97d2cf14b,src/corelib/io/qwindowspipereader.cpp,262,bytesToRead maxBytesToRead
Logic,base,I66443c3021d6ba98639a214c3e768be97d2cf14b,src/corelib/io/qwindowspipereader.cpp,293,if lastError ERROR SUCCESS
Logic,base,I66443c3021d6ba98639a214c3e768be97d2cf14b,src/corelib/io/qwindowspipereader.cpp,253,while maxBytesToRead
Structure,base,I66443c3021d6ba98639a214c3e768be97d2cf14b,src/corelib/io/qwindowspipewriter_p.h,138,bool emitPendingSignals bool allowWinActPosting
Documentation,base,I66443c3021d6ba98639a214c3e768be97d2cf14b,src/corelib/io/qwindowspipewriter.cpp,246,The other end has closed the pipe This can happen in QLocalSocket Do not warn
Logic,base,I66443c3021d6ba98639a214c3e768be97d2cf14b,src/corelib/io/qwindowspipewriter.cpp,336,return true
Logic,base,I66443c3021d6ba98639a214c3e768be97d2cf14b,src/corelib/io/qwindowspipewriter.cpp,335,if emitPendingSignals false
Logic,base,I66443c3021d6ba98639a214c3e768be97d2cf14b,src/corelib/io/qwindowspipewriter.cpp,162,return
Logic,base,I66443c3021d6ba98639a214c3e768be97d2cf14b,src/corelib/io/qwindowspipewriter.cpp,306,int msecs timeout
Logic,base,I66443c3021d6ba98639a214c3e768be97d2cf14b,src/corelib/io/qwindowspipewriter.cpp,177,if dwError ERROR IO PENDING
Logic,base,I6905c393647d31fab958cdd9471bb0a6ffe83596,src/gui/util/qktxhandler.cpp,210,const bool isHDRCubeMap
Logic,base,I7449dc1f9a118d4b7a8158a2c34563dbd9c43c66,tests/auto/corelib/tools/qduplicatetracker/tst_qduplicatetracker.cpp,115,copies other copies
Visual,base,I7566a4f2915ada9defa1a4bcee10f75021222b30,src/gui/rhi/qrhimetal.mm,3843,layerSize width layer contentsScale
Structure,base,I7566a4f2915ada9defa1a4bcee10f75021222b30,src/gui/rhi/qrhimetal.mm,3935,the drawable size in frames
Visual,base,I7566a4f2915ada9defa1a4bcee10f75021222b30,src/gui/rhi/qrhimetal.mm,3844,layerSize height layer contentsScale
Structure,base,I7566a4f2915ada9defa1a4bcee10f75021222b30,src/gui/rhi/qrhimetal.mm,3982,if samples
Structure,base,I7566a4f2915ada9defa1a4bcee10f75021222b30,src/gui/rhi/qrhimetal.mm,3988,desc sampleCount NSUInteger samples
Structure,base,I7566a4f2915ada9defa1a4bcee10f75021222b30,src/gui/rhi/qrhimetal.mm,3927,premultiplied alpha so it is not a problem there
Visual,base,I7566a4f2915ada9defa1a4bcee10f75021222b30,src/gui/rhi/qrhimetal.mm,3795,d msaaTex i release
Structure,base,I7566a4f2915ada9defa1a4bcee10f75021222b30,src/gui/rhi/qrhimetal.mm,3991,desc usage MTLTextureUsageRenderTarget
Logic,base,I76541d6785bbbf27976b9f0b865fb45be1e9beee,tests/auto/corelib/kernel/qproperty/tst_qproperty.cpp,1438,bool operator const CustomType other const return value other value
Documentation,base,I7856e9b63eea5ba68a5472575016540ae656ec5f,src/corelib/kernel/qjniobject.cpp,58,each JNI operation and clearing the environment
Interface,base,I7b9b97ae9b32412abdc6fffd164523eeae49cdfe,src/corelib/serialization/qcborstreamreader.cpp,1537,array resize toRead
Logic,base,I7b9b97ae9b32412abdc6fffd164523eeae49cdfe,src/corelib/serialization/qcborstreamreader.cpp,1539,if toRead MaxByteArraySize
Interface,base,I7d5a7e829ce8b98a0a1a7fae6b7ae0dec4effbae,src/corelib/text/qstring.cpp,2510,If a size is an underestimate the worst that will happen is that the
Logic,base,I8267f85927ec8315d511ac38757bc8d8aaaa5672,src/corelib/text/qstring.cpp,3623,relates QString
Interface,base,I8267f85927ec8315d511ac38757bc8d8aaaa5672,src/corelib/text/qstring.cpp,3567,relates QString
Structure,base,I8409d81fd11fb46e6ab4465b4937a7680a8c2447,src/network/ssl/qtlsbackend.cpp,58,class BackEndFactoryCollection
Structure,base,I8409d81fd11fb46e6ab4465b4937a7680a8c2447,src/network/ssl/qtlsbackend.cpp,147,BackEndFactoryCollection operator const
Structure,base,I8409d81fd11fb46e6ab4465b4937a7680a8c2447,src/network/ssl/qtlsbackend.cpp,142,struct CollectionWrapper
Logic,base,I8d551f4b066cc285101646230bd9a17869ada3c1,tests/auto/corelib/global/qlogging/tst_qmessagelogger.cpp,282,QVERIFY messageInfo category
Logic,base,I8d551f4b066cc285101646230bd9a17869ada3c1,tests/auto/corelib/global/qlogging/tst_qmessagelogger.cpp,44,const char function
Structure,base,I9554637f5230b1f57faaeef6b2c04cf082271edb,src/gui/image/qabstractfileiconprovider.cpp,76,break
Visual,base,I99414db4424b4342e0fa3d7a3789f85cad76d190,src/corelib/io/qprocess_win.cpp,809,stdoutChannel reader waitForReadyRead
Documentation,base,I99eeb5a1aab03cbc574fac7187d85a8a2d60cf34,src/widgets/widgets/qtabbar.cpp,2737,Q D QTabBar
Visual,base,I99eeb5a1aab03cbc574fac7187d85a8a2d60cf34,src/widgets/widgets/qtabbar.h,180,void setTabsScrollable bool scrollable
Structure,base,I9dba1b373250cea4d0c806997290a7afcdc900d7,src/gui/util/qktxhandler.cpp,239,isReadingKey false
Logic,base,Iaf768657644afa45f78f5c81ffcf89ba9607be96,tests/auto/corelib/tools/qset/tst_qset.cpp,652,const auto copiedElement set begin
Documentation,base,Ibd31b9c482962b1618daf04fef4256aa52d589e3,src/corelib/kernel/qproperty.cpp,1190,not read from the QObjectComputedProperty object
Structure,base,Ic726754f67e06b3764302d2fad252e0378a77afc,src/corelib/text/qstringview.cpp,974,QRegularExpressionMatch m re match this
Structure,base,Ic726754f67e06b3764302d2fad252e0378a77afc,src/corelib/text/qstringview.cpp,998,while index len
Structure,base,Ic726754f67e06b3764302d2fad252e0378a77afc,src/corelib/text/qstringview.cpp,999,QRegularExpressionMatch match re match this index
Structure,base,Ic726754f67e06b3764302d2fad252e0378a77afc,src/corelib/text/qstringview.cpp,1001,break
Interface,base,Ic7f9ca590a8ea8a9696b84f35bad074780794461,src/corelib/thread/qfuture_impl.h,748,QFutureInterface T promise
Interface,base,Ic7f9ca590a8ea8a9696b84f35bad074780794461,tests/auto/corelib/thread/qfuture/tst_qfuture.cpp,3335,auto f QtFuture makeExceptionalFuture int exception
Documentation,base,Ic7f9ca590a8ea8a9696b84f35bad074780794461,tests/auto/corelib/thread/qfuture/tst_qfuture.cpp,3297,using const T
Logic,base,Ic90d8429a0eb4837971dfffd1664ef1293a6523d,src/corelib/io/qprocess_unix.cpp,942,strcpy childStatus function chdir
Logic,base,Icff5685b921f8a99acfeda1d79bb03ee652aa107,tests/benchmarks/corelib/kernel/qproperty/propertytester.h,54,void setYOld int i
Structure,base,Id3da469cc13b34ec7b55afa751dbc04601880df6,src/plugins/platforms/android/androidjniinput.cpp,294,endif
Structure,base,Idef775ef6cf9f9ded3ce7ba5b85e460571d12756,tests/benchmarks/corelib/text/qregularexpression/main.cpp,38,pattern or matching options
Structure,base,Idef775ef6cf9f9ded3ce7ba5b85e460571d12756,tests/benchmarks/corelib/text/qregularexpression/main.cpp,48,void createAndMove data const
Structure,base,Idef775ef6cf9f9ded3ce7ba5b85e460571d12756,tests/benchmarks/corelib/text/qregularexpression/main.cpp,34,The main idea of the benchmark is to compare performance of QRE classes
Structure,base,Idef775ef6cf9f9ded3ce7ba5b85e460571d12756,tests/benchmarks/corelib/text/qregularexpression/main.cpp,167,if matchResultIterator isValid
Structure,base,Idef775ef6cf9f9ded3ce7ba5b85e460571d12756,tests/benchmarks/corelib/text/qregularexpression/main.cpp,47,private slots
Structure,base,Idef775ef6cf9f9ded3ce7ba5b85e460571d12756,tests/benchmarks/corelib/text/qregularexpression/main.cpp,55,void globalMatch const
Structure,base,Idef775ef6cf9f9ded3ce7ba5b85e460571d12756,tests/benchmarks/corelib/text/qregularexpression/main.cpp,126,matchResult lastCapturedIndex
Structure,base,Ie130e1791250ec2a4470e3ba7081d982654af06c,src/network/kernel/qnetworkinformation.h,76,QBindable Reachability bindableReachability const
Structure,base,Ie130e1791250ec2a4470e3ba7081d982654af06c,tests/auto/network/kernel/qnetworkinformation/tst_qnetworkinformation.cpp,80,static inline QMockBackend instance nullptr
Structure,base,Ie130e1791250ec2a4470e3ba7081d982654af06c,tests/auto/network/kernel/qnetworkinformation/tst_qnetworkinformation.cpp,92,return QMockBackend featuresSupportedStatic
Documentation,base,Ie55e7d7829363bd5a29430a4250ddba14a761912,src/corelib/kernel/qproperty.cpp,1140,developer s responsibility to trigger those updates later using markDirty For the
Documentation,base,Ie55e7d7829363bd5a29430a4250ddba14a761912,src/corelib/kernel/qproperty.cpp,1146,myProperty markDirty
Interface,base,Ie65d2b1b3eb891c20bc82275d7a0da00c30d7b8d,src/corelib/text/qlocale.cpp,556,if cntry
Documentation,base,Ie9e8ef47a85d0867c2fa63889a60cafbe76ee47a,src/corelib/text/qbytearray.cpp,1069,one past the last byte in the byte array in reverse order
Documentation,base,Ie9e8ef47a85d0867c2fa63889a60cafbe76ee47a,src/corelib/text/qbytearray.cpp,802,to stability issues They are often invalidated when QByteArray modifying
Documentation,base,Ie9e8ef47a85d0867c2fa63889a60cafbe76ee47a,src/corelib/text/qbytearray.cpp,854,limitation in size on bit systems The actual value also depends on the
Documentation,base,Iebaccc50a51d51b2067f8a50def34fe08df82095,src/corelib/text/qstring.cpp,9575,Returns c true if string a s is
Documentation,base,Iebaccc50a51d51b2067f8a50def34fe08df82095,src/corelib/text/qstring.cpp,5873,Returns c true if a s is
Documentation,base,Iebaccc50a51d51b2067f8a50def34fe08df82095,src/corelib/text/qstring.cpp,9798,l http en cppreference com w cpp algorithm lexicographical compare
Documentation,base,Iebaccc50a51d51b2067f8a50def34fe08df82095,src/corelib/text/qstring.cpp,9660,l http en cppreference com w cpp algorithm lexicographical compare
Documentation,base,Iebaccc50a51d51b2067f8a50def34fe08df82095,src/corelib/text/qstring.cpp,9600,Returns c true if string a s is
Documentation,base,Iebaccc50a51d51b2067f8a50def34fe08df82095,src/corelib/text/qstring.cpp,9609,l http en cppreference com w cpp algorithm lexicographical compare
Documentation,base,Iebaccc50a51d51b2067f8a50def34fe08df82095,src/corelib/text/qstring.cpp,9726,l http en cppreference com w cpp algorithm lexicographical compare
Documentation,base,Iebaccc50a51d51b2067f8a50def34fe08df82095,src/corelib/text/qstring.cpp,9671,Returns c true if string a s is
Documentation,base,Iebaccc50a51d51b2067f8a50def34fe08df82095,src/corelib/text/qstring.cpp,5989,Lexicographically compares this string with the a other string and
Documentation,base,Iebaccc50a51d51b2067f8a50def34fe08df82095,src/corelib/text/qstring.cpp,3670,Returns c true if a s is
Interface,base,Ief7de1b709387d798138387bb735f4b48cf2928d,src/plugins/platforms/android/qandroidplatformscreen.cpp,482,for QWindow w list
Structure,base,If17ea4d410d49f16b097e88b7979db5d72add820,src/gui/painting/qrangecollection.cpp,129,d ptr intervals
Structure,base,If17ea4d410d49f16b097e88b7979db5d72add820,src/gui/painting/qrangecollection.cpp,128,else
Logic,base,If36914ab0165f33593e68fd7ecf168693f8538a7,src/plugins/platforms/android/androidjniaccessibility.cpp,198,else
Documentation,base,If36914ab0165f33593e68fd7ecf168693f8538a7,src/plugins/platforms/android/qandroidplatformaccessibility.cpp,59,We do not need implementation of all events as on every accessibility interaction
Structure,base,If762defba025ad7f7489f8a86ef5768a8628bd2f,src/corelib/global/qlibraryinfo.cpp,142,bool QLibraryInfoPrivate haveEffectiveSourcePaths
Structure,base,If762defba025ad7f7489f8a86ef5768a8628bd2f,src/corelib/global/qlibraryinfo.cpp,152,bool QLibraryInfoPrivate havePaths
Logic,ironic,I11c93de2ba8c6c952394856ab828989346377766,ironic/drivers/modules/redfish/management.py,1022,if system ethernet interfaces
Logic,ironic,I1d253650f6a3b98dbbe4e09c167c35526f5f940c,ironic/drivers/utils.py,429,elif CONF mold storage web
Logic,ironic,I1d253650f6a3b98dbbe4e09c167c35526f5f940c,ironic/tests/unit/drivers/test_utils.py,442,self node save
Logic,ironic,I1d253650f6a3b98dbbe4e09c167c35526f5f940c,ironic/tests/unit/drivers/test_utils.py,520,mock conf mold storage swift
Visual,ironic,I1d253650f6a3b98dbbe4e09c167c35526f5f940c,ironic/tests/unit/drivers/test_utils.py,450,self node url data
Interface,ironic,I1d253650f6a3b98dbbe4e09c167c35526f5f940c,ironic/tests/unit/drivers/test_utils.py,507,result driver utils get configuration mold self node url
Visual,ironic,I1d253650f6a3b98dbbe4e09c167c35526f5f940c,ironic/tests/unit/drivers/test_utils.py,523,self assertRaises
Logic,ironic,I1d253650f6a3b98dbbe4e09c167c35526f5f940c,ironic/tests/unit/drivers/test_utils.py,455,mock conf mold storage web
Structure,ironic,I1d253650f6a3b98dbbe4e09c167c35526f5f940c,ironic/tests/unit/drivers/test_utils.py,562,mock patch object driver utils CONF autospec True
Structure,ironic,I1d5b3892451579ebfd4d75a0f7185e0ef3c984c8,ironic/tests/unit/cmd/test_status.py,107,self cmd check policy json code
Structure,ironic,I1d5b3892451579ebfd4d75a0f7185e0ef3c984c8,ironic/tests/unit/cmd/test_status.py,95,tmpfilename os path join self temp dir policy yaml
Structure,ironic,I1d5b3892451579ebfd4d75a0f7185e0ef3c984c8,ironic/tests/unit/cmd/test_status.py,20,from oslo serialization import jsonutils
Documentation,ironic,I224eca4d8b331711369b17903098daa9fec27d7d,ironic/drivers/modules/ilo/boot.py,1144,boot device
Visual,ironic,I224eca4d8b331711369b17903098daa9fec27d7d,ironic/drivers/modules/ilo/boot.py,78,image containing EFI boot loader This image will be
Documentation,ironic,I224eca4d8b331711369b17903098daa9fec27d7d,ironic/drivers/modules/ilo/boot.py,1148,Otherwise it finds creates the boot ISO to boot the instance
Structure,ironic,I224eca4d8b331711369b17903098daa9fec27d7d,ironic/drivers/modules/ilo/common.py,880,ilo object set http boot url iso
Structure,ironic,I224eca4d8b331711369b17903098daa9fec27d7d,ironic/tests/unit/drivers/modules/ilo/test_common.py,1350,self assertRaises exception IloOperationError
Structure,ironic,I224eca4d8b331711369b17903098daa9fec27d7d,ironic/tests/unit/drivers/modules/ilo/test_common.py,1264,path mock
Structure,ironic,I224eca4d8b331711369b17903098daa9fec27d7d,ironic/tests/unit/drivers/modules/ilo/test_common.py,1216,ilo mock object update persistent boot assert not called
Structure,ironic,I224eca4d8b331711369b17903098daa9fec27d7d,ironic/tests/unit/drivers/modules/ilo/test_common.py,1305,shared False as task
Structure,ironic,I224eca4d8b331711369b17903098daa9fec27d7d,ironic/tests/unit/drivers/modules/ilo/test_common.py,1327,shared False as task
Documentation,ironic,I2869bf21f761cfc543798cf1f7d97c5500cd3681,ironic/api/controllers/v1/utils.py,1522,is a separate policy check because it governs our API response
Documentation,ironic,I2869bf21f761cfc543798cf1f7d97c5500cd3681,ironic/api/controllers/v1/utils.py,1530,a non read operation
Interface,ironic,I2869bf21f761cfc543798cf1f7d97c5500cd3681,ironic/common/policy.py,386,the API clients with insufficent privileges
Visual,ironic,I2960d0f808949582dc964f4f5688a462d397de9e,ironic/common/policy.py,66,PROJECT READER role reader and project id project id s
Structure,ironic,I3dc2d42b3edd2a9530595e752895e9d113f76ea8,ironic/api/controllers/v1/node.py,991,msg deploy steps is only valid when setting target
Logic,ironic,I3dc2d42b3edd2a9530595e752895e9d113f76ea8,ironic/tests/unit/conductor/test_steps.py,922,result conductor steps validate user deploy steps
Logic,ironic,I4a66401b24c49c705861e0745867b7fc706a7509,ironic/db/sqlalchemy/api.py,1544,return
Structure,ironic,I60e273afaf344fded9bdb8c4c8e143efc9971fc1,ironic/api/controllers/v1/allocation.py,215,print filters
Structure,ironic,I60e273afaf344fded9bdb8c4c8e143efc9971fc1,ironic/api/controllers/v1/allocation.py,351,print allocation node
Visual,ironic,I62492f7396805433ac3577274ffbbb5d787d0fc1,ironic/common/args.py,344,Unexpected arguments s join extra args
Structure,ironic,I62492f7396805433ac3577274ffbbb5d787d0fc1,ironic/common/args.py,165,param name Name of the argument
Structure,ironic,I62492f7396805433ac3577274ffbbb5d787d0fc1,ironic/tests/unit/common/test_args.py,303,def doit foo
Interface,ironic,I62492f7396805433ac3577274ffbbb5d787d0fc1,ironic/tests/unit/common/test_args.py,60,def needs macaddress self one
Interface,ironic,I62492f7396805433ac3577274ffbbb5d787d0fc1,ironic/tests/unit/common/test_args.py,265,def test macaddress self
Structure,ironic,I62492f7396805433ac3577274ffbbb5d787d0fc1,ironic/tests/unit/common/test_args.py,313,self assertRaises exception InvalidParameterValue doit
Interface,ironic,I62492f7396805433ac3577274ffbbb5d787d0fc1,ironic/tests/unit/common/test_args.py,577,bar args uuid
Structure,ironic,I68c5f2bae76ca313ba77285747dc6b1bc8b623b9,ironic/api/controllers/v1/portgroup.py,367,try
Documentation,ironic,I68c5f2bae76ca313ba77285747dc6b1bc8b623b9,ironic/api/controllers/v1/portgroup.py,493,If we can t at least read it then we can t return the object
Documentation,ironic,I68c5f2bae76ca313ba77285747dc6b1bc8b623b9,ironic/api/controllers/v1/portgroup.py,614,Check access to the base object frist
Interface,ironic,I8dfd16abf9da0c1a72858a45bdc1aa277351e00f,ironic/tests/unit/api/controllers/v1/test_utils.py,1539,port
Interface,ironic,I8dfd16abf9da0c1a72858a45bdc1aa277351e00f,ironic/tests/unit/api/controllers/v1/test_utils.py,1521,port
Documentation,ironic,Ia169640b7084d17d26f22e457c7af512db6d21d6,ironic/drivers/modules/agent_client.py,238,is only possible from the command execution interface
Documentation,ironic,Ia169640b7084d17d26f22e457c7af512db6d21d6,ironic/drivers/modules/agent_client.py,237,faultstring indicating that the Agent is busy which
Structure,ironic,Ib5ae16bacfd79f479a9aa8fbf69edc5cfdf73ce3,ironic/drivers/modules/drac/vendor_passthru.py,217,raises MissingParameterValue if some required parameters were not
Structure,ironic,Ib5ae16bacfd79f479a9aa8fbf69edc5cfdf73ce3,ironic/drivers/modules/drac/vendor_passthru.py,255,Validates if insert vmedia inputs are proper
Structure,ironic,Ib5ae16bacfd79f479a9aa8fbf69edc5cfdf73ce3,ironic/drivers/modules/drac/vendor_passthru.py,216,parameters
Structure,ironic,Ib5ae16bacfd79f479a9aa8fbf69edc5cfdf73ce3,ironic/drivers/modules/drac/vendor_passthru.py,250,Validates if eject vmedia inputs are proper
Structure,ironic,Ib5ae16bacfd79f479a9aa8fbf69edc5cfdf73ce3,ironic/drivers/modules/drac/vendor_passthru.py,290,Insert bootable ISO image into virtual CD or DVD
Structure,ironic,Ib5ae16bacfd79f479a9aa8fbf69edc5cfdf73ce3,ironic/drivers/modules/drac/vendor_passthru.py,206,METRICS timer DracRedfishVendorPassthru validate
Structure,ironic,Ib5ae16bacfd79f479a9aa8fbf69edc5cfdf73ce3,ironic/drivers/modules/drac/vendor_passthru.py,227,return
Structure,ironic,Ib5ae16bacfd79f479a9aa8fbf69edc5cfdf73ce3,ironic/drivers/modules/drac/vendor_passthru.py,236,passthru Some parameters were not provided
Visual,ironic,Ib5ae16bacfd79f479a9aa8fbf69edc5cfdf73ce3,ironic/drivers/modules/redfish/vendor.py,108,boot device the boot device to eject
Structure,ironic,Ib5ae16bacfd79f479a9aa8fbf69edc5cfdf73ce3,ironic/drivers/modules/redfish/vendor.py,114,METRICS timer RedfishVendorPassthru insert vmedia
Logic,ironic,Icbdd284de38b8e54c52cdbba709bba0e644c35cd,ironic/common/pxe_utils.py,117,client id client id
Interface,ironic,Id1b60f5525773eadbe1b85797eeefdb70d73ae1d,ironic/tests/unit/common/test_policy.py,97,is node owner true dict
Interface,ironic,Id1b60f5525773eadbe1b85797eeefdb70d73ae1d,ironic/tests/unit/common/test_policy.py,187,baremetal node get true dict
Interface,ironic,Id1b60f5525773eadbe1b85797eeefdb70d73ae1d,ironic/tests/unit/common/test_policy.py,33,scenarios
Interface,ironic,Id1b60f5525773eadbe1b85797eeefdb70d73ae1d,ironic/tests/unit/common/test_policy.py,78,is member true dict
Interface,ironic,Id1b60f5525773eadbe1b85797eeefdb70d73ae1d,ironic/tests/unit/common/test_policy.py,213,baremetal node create false dict
Interface,ironic,Id1b60f5525773eadbe1b85797eeefdb70d73ae1d,ironic/tests/unit/common/test_policy.py,95,project domain id default
Logic,ironic,Id8365f150f8f5828b99627e1f31b0bc30f3a28f2,ironic/common/policy.py,499,check str SYSTEM ADMIN
Logic,ironic,Idc86d7b78854e0618f62c7e4c1a88670dc4561b0,ironic/tests/unit/drivers/modules/ilo/test_common.py,1289,ilo common export certificates task
Logic,ironic,Idc86d7b78854e0618f62c7e4c1a88670dc4561b0,ironic/tests/unit/drivers/modules/ilo/test_common.py,1238,ilo mock object add tls certificate assert not called
Structure,ironic,Ie19db9e0cf1eafdfc9bb46248f4d457337821f94,ironic/tests/unit/drivers/modules/test_ipmitool.py,2436,self assertTrue bootdev persistent
Logic,ironic,Ie8f3f68c4a771121ec0ee13ce9349c7cd2b1e567,ironic/drivers/modules/redfish/management.py,883,messages sushy task messages
Visual,ironic,Ie8f3f68c4a771121ec0ee13ce9349c7cd2b1e567,ironic/drivers/modules/redfish/management.py,803,LOG info During query firmware update status node
Structure,ironic,Ie8f3f68c4a771121ec0ee13ce9349c7cd2b1e567,ironic/drivers/modules/redfish/management.py,843,firmware update pop sleep start time None
Structure,ironic,Iefb7f882c97e33a176962e4e907163d9e4809445,ironic/drivers/modules/drac/raid.py,1180,if real time does not get ready By default to wait
Visual,ironic,Iefb7f882c97e33a176962e4e907163d9e4809445,ironic/tests/unit/drivers/modules/drac/test_raid.py,2316,mock log
Visual,ironic,Iefb7f882c97e33a176962e4e907163d9e4809445,ironic/tests/unit/drivers/modules/drac/test_raid.py,2329,def test get is realtime ready all managers fail self mock get system
Logic,nova,I03bcd6753ed776d2ee216dcdca48514e5da8c43e,nova/tests/functional/integrated_helpers.py,442,server id
Logic,nova,I1423d8a9652751b667463f90c69eae1a054dd776,nova/tests/functional/libvirt/test_pci_sriov_servers.py,751,return orig create xml host
